REF_ID,IN_TIME,VALIDITY,CON_NUM,CON_SIZE,STATUS,OUT_TIME
IGOJO14344,16-02-2023 20:19,19-02-2023 20:19,GOGH9308039,20,L,17-02-2023 23:40
IGOJO14344,16-02-2023 20:19,19-02-2023 20:19,GGKG9389856,20,L,18-02-2023 12:43
IGOJO14344,16-02-2023 20:19,19-02-2023 20:19,CUFA4995830,20,L,17-02-2023 22:24
EXP34391-124564,16-02-2023 20:26,16-02-2023 20:26,BVVN8052728,20,L,21-02-2023 14:35
IGOJO14350,16-02-2023 21:51,19-02-2023 21:51,GOMG9327236,40,L,18-02-2023 08:29
IGOJO14350,16-02-2023 21:51,19-02-2023 21:51,HZDY4876968,40,L,18-02-2023 07:57
MTZEFS17091,16-02-2023 22:27,19-02-2023 22:27,LQWH9035383,40,E,16-02-2023 20:58
EFS34302,16-02-2023 23:26,19-02-2023 23:26,UAZP8110225,40,E,17-02-2023 12:23
EFS34019,10-02-2023 02:51,13-02-2023 02:51,QENZ8411048,40,E,10-02-2023 08:04
MTZEFS16957,10-02-2023 05:25,13-02-2023 05:25,RCIU4551469,40,E,10-02-2023 03:57
EFS34022,10-02-2023 07:13,13-02-2023 07:13,OYJU6495647,40,E,12-02-2023 05:31
EFS34025,10-02-2023 09:22,13-02-2023 09:22,FZSO4140738,20,E,10-02-2023 09:21
EFS34025,10-02-2023 09:22,13-02-2023 09:22,FIWI3401652,20,E,10-02-2023 09:20
IGOJO14147,10-02-2023 12:39,13-02-2023 12:39,BFDF2743630,40,L,12-02-2023 03:10
IGOJO14147,10-02-2023 12:39,13-02-2023 12:39,JCWZ2975147,40,L,11-02-2023 04:37
IGOJO14147,10-02-2023 12:39,13-02-2023 12:39,CDRH9505934,40,L,13-02-2023 11:04
IGOJO14147,10-02-2023 12:39,13-02-2023 12:39,JFWS3250414,40,L,11-02-2023 07:10
IGOJO14147,10-02-2023 12:39,13-02-2023 12:39,ADFS3859690,40,L,13-02-2023 06:00
IGOJO14147,10-02-2023 12:39,13-02-2023 12:39,VOEU0219662,40,L,13-02-2023 05:16
IGOJO14147,10-02-2023 12:39,13-02-2023 12:39,MJXE1280011,40,L,12-02-2023 02:33
IGOJO14147,10-02-2023 12:39,13-02-2023 12:39,NVHH1266878,40,L,13-02-2023 02:22
IGOJO14147,10-02-2023 12:39,13-02-2023 12:39,CWFR4242203,40,L,13-02-2023 07:44
IGOJO14147,10-02-2023 12:39,13-02-2023 12:39,NMWB0464490,40,L,13-02-2023 02:21
EFS16908-230365-408311,07-02-2023 16:44,10-02-2023 16:44,IYWP6055152,40,L,10-02-2023 18:25
MTZEFS17096,17-02-2023 00:56,20-02-2023 00:56,RRII8188691,40,E,16-02-2023 23:27
IGOJO14353,17-02-2023 01:11,20-02-2023 01:11,YNJK2400437,40,L,20-02-2023 06:41
IGOJO14353,17-02-2023 01:11,20-02-2023 01:11,ONBL5917740,40,L,20-02-2023 02:04
IGOJO14353,17-02-2023 01:11,20-02-2023 01:11,YFXF7676234,40,L,19-02-2023 22:47
MTZEFS17099,17-02-2023 01:43,20-02-2023 01:43,AYBA9819749,40,E,17-02-2023 00:14
MTZEFS17100,17-02-2023 01:55,20-02-2023 01:55,JMSZ4693819,40,E,17-02-2023 00:26
IGOJO14356,17-02-2023 03:14,20-02-2023 03:14,KTSK2188775,20,L,22-02-2023 09:10
IGOJO14356,17-02-2023 03:14,20-02-2023 03:14,LDQB7408694,20,L,22-02-2023 02:16
IGOJO14356,17-02-2023 03:14,20-02-2023 03:14,UVZZ6027316,20,L,23-02-2023 00:25
IGOJO14356,17-02-2023 03:14,20-02-2023 03:14,KHOL0363148,20,L,22-02-2023 00:55
MTZEFS17106,17-02-2023 03:24,20-02-2023 03:24,WDMQ3585411,40,E,17-02-2023 01:59
IGOJO14357,17-02-2023 03:25,20-02-2023 03:25,DZON1850546,20,L,20-02-2023 01:11
IGOJO14357,17-02-2023 03:25,20-02-2023 03:25,ENQW9709406,20,L,20-02-2023 02:25
IGOJO14357,17-02-2023 03:25,20-02-2023 03:25,DSJB3173556,20,L,21-02-2023 03:48
IGOJO14357,17-02-2023 03:25,20-02-2023 03:25,KRIR3328428,20,L,21-02-2023 03:44
MTZEFS17108,17-02-2023 03:46,20-02-2023 03:46,OJQI7570280,40,E,17-02-2023 02:16
IGOJO14179,10-02-2023 19:12,13-02-2023 19:12,EHLI5335412,20,,18-02-2023 14:36
EXP34460-124312,10-02-2023 19:16,10-02-2023 19:16,YJAC4158517,40,L,12-02-2023 08:34
EXP34460-124312,10-02-2023 19:16,10-02-2023 19:16,YPMS5913508,40,L,12-02-2023 08:33
EXP34460-124312,10-02-2023 19:16,10-02-2023 19:16,NGMY9428578,40,L,12-02-2023 08:33
EXP34460-124312,10-02-2023 19:16,10-02-2023 19:16,QSOO6350998,40,L,12-02-2023 08:33
EFS34048,10-02-2023 19:18,13-02-2023 19:18,RGST5242015,40,E,11-02-2023 04:58
EXP34553-124303,10-02-2023 19:26,10-02-2023 19:26,WJBN3039634,20,L,11-02-2023 21:49
EFS34050,10-02-2023 19:27,13-02-2023 19:27,LJMC3218948,20,E,06-03-2023 12:27
IGOJO03338,10-02-2023 19:27,13-02-2023 19:27,ZVVS1234822,40,L,13-02-2023 19:35
IGOJO03338,10-02-2023 19:27,13-02-2023 19:27,QWVI3554568,40,L,13-02-2023 19:33
IGOJO03338,10-02-2023 19:27,13-02-2023 19:27,PYGJ5993134,40,L,13-02-2023 19:34
IGOJO03338,10-02-2023 19:27,13-02-2023 19:27,BACZ8660017,40,L,13-02-2023 19:34
EFS34052,10-02-2023 19:32,13-02-2023 19:32,YLYE3751086,20,E,11-02-2023 14:25
EFS34052,10-02-2023 19:32,13-02-2023 19:32,ZZTQ5264454,20,E,11-02-2023 11:05
EFS34052,10-02-2023 19:32,13-02-2023 19:32,OYWC9487989,20,E,11-02-2023 12:46
IGOJO14181,10-02-2023 19:40,13-02-2023 19:40,RYIT3294390,20,L,13-02-2023 22:58
IGOJO14181,10-02-2023 19:40,13-02-2023 19:40,LCDC1601397,20,L,13-02-2023 23:14
IGOJO14181,10-02-2023 19:40,13-02-2023 19:40,GPST3565070,20,L,12-02-2023 21:32
IGOJO14181,10-02-2023 19:40,13-02-2023 19:40,BQXM9049385,20,L,12-02-2023 19:49
IGOJO14181,10-02-2023 19:40,13-02-2023 19:40,CCPH4123214,20,L,13-02-2023 18:35
IGOJO14181,10-02-2023 19:40,13-02-2023 19:40,NADB9763433,20,L,13-02-2023 18:36
IGOJO14181,10-02-2023 19:40,13-02-2023 19:40,BCBK0655569,20,L,11-02-2023 22:50
IGOJO14181,10-02-2023 19:40,13-02-2023 19:40,ZTDJ3519006,20,L,11-02-2023 20:06
IGOJO14181,10-02-2023 19:40,13-02-2023 19:40,RWLE5113888,20,L,12-02-2023 23:04
IGOJO14181,10-02-2023 19:40,13-02-2023 19:40,SKXS7453006,20,L,13-02-2023 00:19
IGOJO14181,10-02-2023 19:40,13-02-2023 19:40,QNHP8826873,20,L,11-02-2023 19:31
EFS34060,11-02-2023 00:08,14-02-2023 00:08,KDWW6587573,20,E,11-02-2023 02:03
MTZEFS16970,11-02-2023 00:26,14-02-2023 00:26,SPTG6243715,40,E,10-02-2023 22:57
EFS34062,11-02-2023 00:46,14-02-2023 00:46,BUPT5367438,20,E,11-02-2023 15:05
EFS34062,11-02-2023 00:46,14-02-2023 00:46,VIUI9450671,20,E,11-02-2023 11:04
EFS34062,11-02-2023 00:46,14-02-2023 00:46,XVNJ5197828,20,E,11-02-2023 13:27
EFS34065,11-02-2023 02:40,14-02-2023 02:40,QFJW0629291,20,E,11-02-2023 02:21
EFS34065,11-02-2023 02:40,14-02-2023 02:40,VETZ0739671,20,E,11-02-2023 02:21
IGOJO14352,17-02-2023 01:09,20-02-2023 01:09,HUUZ1874876,40,L,18-02-2023 12:58
IGOJO14352,17-02-2023 01:09,20-02-2023 01:09,DYNI3245878,40,L,19-02-2023 07:45
IGOJO14352,17-02-2023 01:09,20-02-2023 01:09,FIEW0574713,40,L,19-02-2023 08:09
IGOJO14352,17-02-2023 01:09,20-02-2023 01:09,TSMR2678559,40,L,21-02-2023 19:40
EFS17101,17-02-2023 02:47,20-02-2023 02:47,BSAX8593723,40,E,17-02-2023 01:19
IGOJO14355,17-02-2023 03:12,20-02-2023 03:12,TIXL0455138,40,L,18-02-2023 05:04
EFS17110,17-02-2023 06:41,20-02-2023 06:41,RNHI8152569,40,E,17-02-2023 05:14
EFS17111,17-02-2023 06:56,20-02-2023 06:56,FUZC2054995,40,E,17-02-2023 05:30
EFS17111,17-02-2023 06:56,20-02-2023 06:56,TIOC9038393,40,E,17-02-2023 05:29
EFS17111,17-02-2023 06:56,20-02-2023 06:56,UNQN3579886,40,E,17-02-2023 05:31
EFS34309,17-02-2023 08:15,20-02-2023 08:15,ONJT0542391,40,E,17-02-2023 15:24
EFS34309,17-02-2023 08:15,20-02-2023 08:15,ZLSP2857493,40,E,17-02-2023 16:37
EFS34309,17-02-2023 08:15,20-02-2023 08:15,AYMH8320030,40,E,17-02-2023 12:20
EFS34310,17-02-2023 08:20,20-02-2023 08:20,TQLR1135998,20,E,17-02-2023 09:45
EFS34311,17-02-2023 08:24,20-02-2023 08:24,ONQU0930939,20,E,17-02-2023 10:31
EFS34311,17-02-2023 08:24,20-02-2023 08:24,UBYL5939443,20,E,17-02-2023 09:42
EFS34311,17-02-2023 08:24,20-02-2023 08:24,HYVT2333889,20,E,17-02-2023 13:08
EFS34311,17-02-2023 08:24,20-02-2023 08:24,YGNM2003519,20,E,17-02-2023 12:28
EFS34314,17-02-2023 09:09,20-02-2023 09:09,IORT7776965,40,E,17-02-2023 09:02
EFS34314,17-02-2023 09:09,20-02-2023 09:09,APFB1711080,40,E,17-02-2023 15:28
EFS34314,17-02-2023 09:09,20-02-2023 09:09,BPTA3615946,40,E,17-02-2023 12:55
EFS34316,17-02-2023 10:05,20-02-2023 10:05,OROW2113135,20,E,17-02-2023 14:28
EFS16966-231015-404879,10-02-2023 13:37,13-02-2023 13:37,EPYQ4118104,40,L,20-02-2023 09:39
EFS16999-231512-404919,12-02-2023 23:21,15-02-2023 23:21,JKSD9507382,40,L,22-02-2023 19:20
EFS16948-230902-415759,09-02-2023 23:48,12-02-2023 23:48,FAGJ9366502,40,L,18-02-2023 14:00
IGOJO14160,10-02-2023 16:14,13-02-2023 16:14,CGWC0435479,20,L,11-02-2023 02:04
IGOJO14160,10-02-2023 16:14,13-02-2023 16:14,YERS5257758,20,L,11-02-2023 01:38
IGOJO14160,10-02-2023 16:14,13-02-2023 16:14,AAMF3920959,20,L,13-02-2023 06:10
IGOJO14160,10-02-2023 16:14,13-02-2023 16:14,EJLB1131261,20,L,10-02-2023 23:07
EFS34041,10-02-2023 17:58,13-02-2023 17:58,EOWV8370270,40,E,10-02-2023 16:57
IGOJO14174,10-02-2023 18:17,13-02-2023 18:17,HXOR0974250,20,L,10-02-2023 22:49
IGOJO14174,10-02-2023 18:17,13-02-2023 18:17,DWGA9332850,20,L,11-02-2023 01:14
IGOJO14174,10-02-2023 18:17,13-02-2023 18:17,GVZJ2053741,20,L,10-02-2023 21:59
IGOJO14174,10-02-2023 18:17,13-02-2023 18:17,SGCP1237006,20,L,11-02-2023 00:59
IGOJO14174,10-02-2023 18:17,13-02-2023 18:17,VNFD4727458,20,L,10-02-2023 23:31
IGOJO14174,10-02-2023 18:17,13-02-2023 18:17,UTBD4261966,20,L,10-02-2023 23:58
IGOJO14174,10-02-2023 18:17,13-02-2023 18:17,NGNV1199314,20,L,10-02-2023 22:08
IGOJO14174,10-02-2023 18:17,13-02-2023 18:17,VBLY5496829,20,L,10-02-2023 22:33
IGOJO14174,10-02-2023 18:17,13-02-2023 18:17,DYZH0780022,20,L,10-02-2023 23:12
IGOJO14175,10-02-2023 18:21,13-02-2023 18:21,EFSS0016696,40,L,14-02-2023 23:11
IGOJO14175,10-02-2023 18:21,13-02-2023 18:21,AATU2646889,40,L,13-02-2023 22:35
IGOJO14175,10-02-2023 18:21,13-02-2023 18:21,PMIG2412732,40,L,13-02-2023 23:04
IGOJO14175,10-02-2023 18:21,13-02-2023 18:21,EXYZ8508307,40,L,15-02-2023 14:35
IGOJO14175,10-02-2023 18:21,13-02-2023 18:21,EWCS7002769,40,L,12-02-2023 20:25
IGOJO14175,10-02-2023 18:21,13-02-2023 18:21,OZDQ8232051,40,L,13-02-2023 02:34
EXP34527-124283,10-02-2023 18:26,10-02-2023 18:26,PQVZ9276778,40,L,11-02-2023 21:55
EXP34503-124334,10-02-2023 18:32,10-02-2023 18:32,NCEN7484800,20,L,11-02-2023 21:54
EXP34548-124299,10-02-2023 18:36,10-02-2023 18:36,IQMK5140097,40,L,12-02-2023 08:02
EXP34548-124299,10-02-2023 18:36,10-02-2023 18:36,PMXI0519314,40,L,12-02-2023 08:01
EXP34548-124299,10-02-2023 18:36,10-02-2023 18:36,XKZK7982960,40,L,12-02-2023 08:02
EXP34489-124219,10-02-2023 18:46,10-02-2023 18:46,OTRO4840141,40,L,11-02-2023 21:52
EXP34489-124219,10-02-2023 18:46,10-02-2023 18:46,UNPC0660022,40,L,11-02-2023 21:39
EXP34511-124237,10-02-2023 18:52,10-02-2023 18:52,OZGI1336713,40,L,12-02-2023 08:01
IGOJO14178,10-02-2023 19:08,13-02-2023 19:08,QNYA3291574,40,L,12-02-2023 04:34
EFS34046,10-02-2023 19:13,13-02-2023 19:13,YEZD5916267,20,E,11-02-2023 11:24
EFS34046,10-02-2023 19:13,13-02-2023 19:13,YZTY2745448,20,E,11-02-2023 03:56
EFS34046,10-02-2023 19:13,13-02-2023 19:13,SXBJ1047248,20,E,11-02-2023 07:35
EFS34046,10-02-2023 19:13,13-02-2023 19:13,YYMU1703914,20,E,11-02-2023 01:59
EFS34046,10-02-2023 19:13,13-02-2023 19:13,LQEW0318006,20,E,11-02-2023 06:40
EFS34046,10-02-2023 19:13,13-02-2023 19:13,GKAY2316928,20,E,11-02-2023 07:35
IGOJO03336,10-02-2023 19:13,13-02-2023 19:13,JYVO8008676,40,L,14-02-2023 22:02
IGOJO03336,10-02-2023 19:13,13-02-2023 19:13,NQAV5100755,40,L,15-02-2023 08:12
IGOJO03336,10-02-2023 19:13,13-02-2023 19:13,WATQ8517789,40,L,14-02-2023 22:33
IGOJO03336,10-02-2023 19:13,13-02-2023 19:13,HQHI8134001,40,L,15-02-2023 11:44
IGOJO03336,10-02-2023 19:13,13-02-2023 19:13,HAKO7434372,40,L,15-02-2023 08:11
IGOJO03337,10-02-2023 19:20,13-02-2023 19:20,PHCN5378035,40,L,17-02-2023 17:54
IGOJO03337,10-02-2023 19:20,13-02-2023 19:20,BILQ0014999,40,L,17-02-2023 18:19
IGOJO03337,10-02-2023 19:20,13-02-2023 19:20,JMGX3361950,40,L,17-02-2023 17:45
IGOJO03337,10-02-2023 19:20,13-02-2023 19:20,NBKT9173717,40,L,17-02-2023 17:54
IGOJO03337,10-02-2023 19:20,13-02-2023 19:20,PPZS1783788,40,L,17-02-2023 17:54
EXP34498-124240,10-02-2023 19:21,10-02-2023 19:21,KSVA1326575,20,L,14-02-2023 08:08
EXP34497-124226,10-02-2023 19:23,10-02-2023 19:23,MZVT4360671,40,L,11-02-2023 21:39
EXP34461-124155,10-02-2023 19:24,10-02-2023 19:24,XFML1370560,40,L,11-02-2023 21:55
EFS17109,17-02-2023 04:21,20-02-2023 04:21,NYHE5538313,40,E,17-02-2023 02:52
MTZEFS17112,17-02-2023 07:20,20-02-2023 07:20,RPMG1638234,40,E,17-02-2023 05:52
MTZEFS17113,17-02-2023 07:27,20-02-2023 07:27,DGKV9633616,40,E,17-02-2023 05:59
EFS34308,17-02-2023 08:12,20-02-2023 08:12,VVFU8998407,40,E,17-02-2023 22:36
EFS34308,17-02-2023 08:12,20-02-2023 08:12,IKCK5840487,40,E,17-02-2023 08:43
EFS34313,17-02-2023 08:55,20-02-2023 08:55,ODVA5656026,20,E,17-02-2023 17:24
EFS34313,17-02-2023 08:55,20-02-2023 08:55,KEPL6189579,20,E,17-02-2023 17:24
EFS34315,17-02-2023 09:19,20-02-2023 09:19,BAEJ2593533,40,E,17-02-2023 18:07
MTZEFS17116,17-02-2023 09:25,20-02-2023 09:25,VHOI0679654,20,E,17-02-2023 07:57
EFS16991-231230-412557,11-02-2023 12:55,14-02-2023 12:55,WXCS0375912,40,L,20-02-2023 09:40
EFS16970-231156-415758,11-02-2023 00:26,14-02-2023 00:26,CJLM5796362,40,L,20-02-2023 09:35
MTZEFS17118,17-02-2023 12:09,20-02-2023 12:09,YLEH2680166,40,E,17-02-2023 10:40
IGOJO14358,17-02-2023 12:09,20-02-2023 12:09,REND8403156,40,L,17-02-2023 21:05
IGOJO14358,17-02-2023 12:09,20-02-2023 12:09,MAFG8121944,40,L,17-02-2023 21:05
IGOJO14358,17-02-2023 12:09,20-02-2023 12:09,SHQT9304475,40,L,18-02-2023 17:16
EFS17005-231535-419543,13-02-2023 01:00,16-02-2023 01:00,VBDK6627353,20,L,23-02-2023 19:51
EFS34066,11-02-2023 05:20,14-02-2023 05:20,EROT7016424,20,E,11-02-2023 04:05
EFS34066,11-02-2023 05:20,14-02-2023 05:20,RLAP0997580,20,E,11-02-2023 04:05
EFS34067,11-02-2023 06:58,14-02-2023 06:58,AVIN8727526,40,E,11-02-2023 08:01
EFS34067,11-02-2023 06:58,14-02-2023 06:58,NGNA4765603,40,E,11-02-2023 08:50
EFS34067,11-02-2023 06:58,14-02-2023 06:58,HTNM5439603,40,E,11-02-2023 07:59
MTZEFS16984,11-02-2023 07:01,14-02-2023 07:01,VYGD9146519,40,E,11-02-2023 05:33
MTZEFS16984,11-02-2023 07:01,14-02-2023 07:01,TEKU2969312,40,E,11-02-2023 05:33
EFS34071,11-02-2023 10:17,14-02-2023 10:17,GVRJ1715969,20,E,11-02-2023 12:45
MTZEFS16989,11-02-2023 12:34,14-02-2023 12:34,IKDV7624502,40,E,11-02-2023 11:05
EFS34076,11-02-2023 13:39,14-02-2023 13:39,WWBX2963355,20,E,11-02-2023 13:29
EFS34077,11-02-2023 14:37,14-02-2023 14:37,QIDH6222277,20,E,11-02-2023 14:13
EFS34077,11-02-2023 14:37,14-02-2023 14:37,MIZG0680151,20,E,11-02-2023 14:13
MTZEFS16993,11-02-2023 14:48,14-02-2023 14:48,DJXH3018408,20,E,11-02-2023 13:19
EFS34079,11-02-2023 16:02,14-02-2023 16:02,TJFX9813021,20,E,11-02-2023 17:29
EFS34079,11-02-2023 16:02,14-02-2023 16:02,RDFW5859139,20,E,11-02-2023 17:28
IGOJO14191,11-02-2023 17:43,14-02-2023 17:43,QRMS7925873,20,L,13-02-2023 10:43
IGOJO14191,11-02-2023 17:43,14-02-2023 17:43,OLON7603163,20,L,11-02-2023 21:00
IGOJO14191,11-02-2023 17:43,14-02-2023 17:43,PMNG3354528,20,L,12-02-2023 04:20
IGOJO14191,11-02-2023 17:43,14-02-2023 17:43,HAUH7161622,20,L,13-02-2023 05:24
IGOJO14191,11-02-2023 17:43,14-02-2023 17:43,HMVT1550428,20,L,12-02-2023 23:09
IGOJO14191,11-02-2023 17:43,14-02-2023 17:43,GECC4264216,20,L,13-02-2023 23:59
IGOJO14191,11-02-2023 17:43,14-02-2023 17:43,SHRF1992550,20,L,11-02-2023 21:41
IGOJO14191,11-02-2023 17:43,14-02-2023 17:43,RCOE1120007,20,L,11-02-2023 22:42
IGOJO14191,11-02-2023 17:43,14-02-2023 17:43,INLE6531271,20,L,13-02-2023 03:40
IGOJO14191,11-02-2023 17:43,14-02-2023 17:43,LFTK8825655,20,L,12-02-2023 03:10
EFS34086,11-02-2023 18:17,14-02-2023 18:17,WLCQ4513315,20,E,12-02-2023 05:54
EFS34086,11-02-2023 18:17,14-02-2023 18:17,QKOR2909760,20,E,12-02-2023 05:53
IGOJO14063,08-02-2023 16:41,11-02-2023 16:41,VPPS5784109,40,L,09-02-2023 05:51
EFS34317,17-02-2023 12:57,20-02-2023 12:57,BHNY1693201,40,E,17-02-2023 19:06
IGOJO14360,17-02-2023 13:11,20-02-2023 13:11,CILO3970050,20,L,19-02-2023 00:23
EFS16963-230999-413955,10-02-2023 09:50,13-02-2023 09:50,CVMX2612025,40,L,18-02-2023 13:57
EFS34318,17-02-2023 14:42,20-02-2023 14:42,EGOP9829357,40,E,17-02-2023 15:52
EFS34319,17-02-2023 14:53,20-02-2023 14:53,JCUH5439942,40,E,17-02-2023 16:28
EFS34319,17-02-2023 14:53,20-02-2023 14:53,CBXW6967820,40,E,18-02-2023 03:17
IGOJO14369,17-02-2023 15:45,20-02-2023 15:45,PTIN1945858,40,L,18-02-2023 07:22
EFS34322,17-02-2023 15:54,20-02-2023 15:54,ILFH3162043,40,E,17-02-2023 19:17
EFS34324,17-02-2023 16:16,20-02-2023 16:16,KUTQ7923658,20,E,17-02-2023 20:02
IGOJO14371,17-02-2023 16:37,20-02-2023 16:37,CPCR9502667,40,L,19-02-2023 15:41
IGOJO14371,17-02-2023 16:37,20-02-2023 16:37,LNWT9760731,40,L,19-02-2023 16:45
IGOJO14371,17-02-2023 16:37,20-02-2023 16:37,HTOX3562935,40,L,19-02-2023 19:30
IGOJO14372,17-02-2023 16:39,20-02-2023 16:39,TLKI0601726,40,L,17-02-2023 22:53
IGOJO14373,17-02-2023 16:45,20-02-2023 16:45,JVQY0667041,40,L,18-02-2023 12:47
ALO18014-124820-421110,16-02-2023 03:13,19-02-2023 03:13,MQLL7530047,40,L,20-02-2023 15:52
IGOJO14374,17-02-2023 17:00,20-02-2023 17:00,RQSZ9400809,40,L,20-02-2023 18:55
IGOJO14374,17-02-2023 17:00,20-02-2023 17:00,IHLR9025050,40,L,20-02-2023 20:01
IGOJO14374,17-02-2023 17:00,20-02-2023 17:00,NQIQ6749466,40,L,17-02-2023 17:07
IGOJO14374,17-02-2023 17:00,20-02-2023 17:00,FJRF4955257,40,L,17-02-2023 18:20
IGOJO14375,17-02-2023 17:06,20-02-2023 17:06,WZGA6883052,20,L,19-02-2023 07:43
IGOJO14375,17-02-2023 17:06,20-02-2023 17:06,ETQK2889106,20,L,19-02-2023 03:19
IGOJO14375,17-02-2023 17:06,20-02-2023 17:06,WSKZ2705069,20,L,19-02-2023 03:14
EXP34751-124669,17-02-2023 17:10,17-02-2023 17:10,XIIU1535244,20,L,23-02-2023 08:43
EXP34759-124676,17-02-2023 17:14,17-02-2023 17:14,UJPQ8591248,20,L,23-02-2023 08:52
EXP34759-124676,17-02-2023 17:14,17-02-2023 17:14,LXIX8995077,20,L,23-02-2023 08:38
EFS34327,17-02-2023 17:33,20-02-2023 17:33,QDME2849011,20,E,18-02-2023 18:17
EFS34327,17-02-2023 17:33,20-02-2023 17:33,HYCV2796541,20,E,18-02-2023 05:17
EFS34327,17-02-2023 17:33,20-02-2023 17:33,MZTB4575247,20,E,19-02-2023 07:19
EFS34327,17-02-2023 17:33,20-02-2023 17:33,CJAL1444485,20,E,18-02-2023 05:20
IGOJO14182,10-02-2023 19:52,13-02-2023 19:52,LOWF7833304,20,,12-02-2023 03:19
IGOJO14182,10-02-2023 19:52,13-02-2023 19:52,XZWT3261719,20,,12-02-2023 20:11
EFS16867-229934-407693,05-02-2023 10:25,08-02-2023 10:25,ETNL3811516,40,L,10-02-2023 18:35
EFS34053,10-02-2023 20:10,13-02-2023 20:10,LEKP6417506,40,E,11-02-2023 03:16
EFS34053,10-02-2023 20:10,13-02-2023 20:10,DUIW0263099,40,E,10-02-2023 21:19
IGOJO14185,10-02-2023 21:06,13-02-2023 21:06,JBOZ4463488,20,L,16-02-2023 02:52
IGOJO14185,10-02-2023 21:06,13-02-2023 21:06,DRTK0057726,20,L,11-02-2023 05:55
IGOJO14185,10-02-2023 21:06,13-02-2023 21:06,HTHH3056052,20,L,10-02-2023 21:30
IGOJO14185,10-02-2023 21:06,13-02-2023 21:06,YQUL4892022,20,L,11-02-2023 01:43
IGOJO14185,10-02-2023 21:06,13-02-2023 21:06,TBTA8257778,20,L,12-02-2023 19:35
IGOJO14185,10-02-2023 21:06,13-02-2023 21:06,IWNI3469180,20,L,12-02-2023 03:23
EFS34055,10-02-2023 21:46,13-02-2023 21:46,LAUX0199254,40,E,10-02-2023 22:02
EFS34059,11-02-2023 00:06,14-02-2023 00:06,TCER4398513,20,E,11-02-2023 03:16
EFS34059,11-02-2023 00:06,14-02-2023 00:06,GXTA7195182,20,E,11-02-2023 03:16
EFS34061,11-02-2023 00:11,14-02-2023 00:11,PTUX5382551,20,E,11-02-2023 01:48
MTZEFS16973,11-02-2023 02:58,14-02-2023 02:58,GXOT9392083,20,E,11-02-2023 01:30
MTZEFS16975,11-02-2023 03:18,14-02-2023 03:18,NZOR0091854,40,E,11-02-2023 01:55
MTZEFS16975,11-02-2023 03:18,14-02-2023 03:18,RDJG0800938,40,E,11-02-2023 01:55
MTZEFS16975,11-02-2023 03:18,14-02-2023 03:18,TUDA4356436,40,E,11-02-2023 01:56
MTZEFS16976,11-02-2023 03:22,14-02-2023 03:22,OXVR7497939,40,E,11-02-2023 01:56
MTZEFS16978,11-02-2023 03:35,14-02-2023 03:35,GIGP6597949,40,E,11-02-2023 02:20
MTZEFS16893,07-02-2023 03:34,10-02-2023 03:34,PPBX5758237,40,E,07-02-2023 02:09
EXP34365-123958,07-02-2023 18:59,07-02-2023 18:59,CPLD0247510,40,L,08-02-2023 09:38
EXP34361-124102,07-02-2023 19:05,07-02-2023 19:05,VYZI5613872,20,L,08-02-2023 09:32
EXP34361-124102,07-02-2023 19:05,07-02-2023 19:05,VOKT4460099,20,L,08-02-2023 09:32
EXP34376-123965,07-02-2023 19:09,07-02-2023 19:09,DYRD5178625,40,L,08-02-2023 09:38
EXP34376-123965,07-02-2023 19:09,07-02-2023 19:09,FYBQ5583144,40,L,08-02-2023 09:36
EFS33920,07-02-2023 19:20,10-02-2023 19:20,VFHT3125238,40,E,07-02-2023 21:37
EFS33923,07-02-2023 19:28,10-02-2023 19:28,DNQP8104061,20,E,08-02-2023 04:31
EFS33924,07-02-2023 19:30,10-02-2023 19:30,ZRFA8154404,20,E,07-02-2023 23:47
EFS33924,07-02-2023 19:30,10-02-2023 19:30,CASD9259497,20,E,08-02-2023 05:18
EFS33924,07-02-2023 19:30,10-02-2023 19:30,BCOA3579734,20,E,07-02-2023 23:47
EFS33924,07-02-2023 19:30,10-02-2023 19:30,ORVS4926446,20,E,07-02-2023 23:41
EFS16832-229675-410871,04-02-2023 02:06,07-02-2023 02:06,KHEZ5796161,40,L,09-02-2023 16:00
IGOJO03306,07-02-2023 19:54,10-02-2023 19:54,YJPX1104245,20,L,09-02-2023 14:45
IGOJO03306,07-02-2023 19:54,10-02-2023 19:54,UJWV7648300,20,L,09-02-2023 17:45
IGOJO03306,07-02-2023 19:54,10-02-2023 19:54,WUUU5496765,20,L,10-02-2023 09:58
IGOJO03306,07-02-2023 19:54,10-02-2023 19:54,IQBU0640958,20,L,11-02-2023 09:03
IGOJO03306,07-02-2023 19:54,10-02-2023 19:54,WQWP1723474,20,L,10-02-2023 15:01
IGOJO03306,07-02-2023 19:54,10-02-2023 19:54,PUGX3151909,20,L,12-02-2023 08:37
IGOJO03306,07-02-2023 19:54,10-02-2023 19:54,BQGD4081537,20,L,13-02-2023 09:31
EFS16836-229683-409179,04-02-2023 03:03,07-02-2023 03:03,MLIX9747370,40,L,09-02-2023 16:04
EXP34418-124056,07-02-2023 20:09,07-02-2023 20:09,XAFQ4718452,20,L,08-02-2023 09:30
EFS33947,08-02-2023 11:49,11-02-2023 11:49,ZVBQ6301666,40,E,09-02-2023 03:52
EFS33947,08-02-2023 11:49,11-02-2023 11:49,OOLA9544090,40,E,08-02-2023 14:05
